sp|Q6P2Q9|PRP8_HUMAN	sp|P33334|PRP8_YEAST	62.473	2321	3059	0.0
sp|P30154|2AAB_HUMAN	sp|P31383|2AAA_YEAST	43.967	605	487	4.09e-167
sp|P30154|2AAB_HUMAN	sp|P31383|2AAA_YEAST	21.678	429	69.7	1.21e-13
sp|P30154|2AAB_HUMAN	sp|P22219|VPS15_YEAST	22.662	278	46.6	2.34e-06
sp|Q8IY81|SPB1_HUMAN	sp|P25582|SPB1_YEAST	41.561	474	381	1.69e-120
sp|Q8IY81|SPB1_HUMAN	sp|P38238|TRM7_YEAST	43.062	209	161	3.90e-45
sp|P48506|GSH1_HUMAN	sp|P32477|GSH1_YEAST	42.152	669	489	8.17e-167
sp|O00411|RPOM_HUMAN	sp|P13433|RPOM_YEAST	40.611	655	488	7.53e-152
sp|P11940|PABP1_HUMAN	sp|P04147|PABP_YEAST	59.947	377	477	1.45e-163
sp|P11940|PABP1_HUMAN	sp|P04147|PABP_YEAST	32.792	308	175	1.60e-48
sp|P11940|PABP1_HUMAN	sp|Q06106|MRD1_YEAST	28.571	175	65.1	4.97e-12
sp|P11940|PABP1_HUMAN	sp|Q06106|MRD1_YEAST	24.000	175	53.5	1.66e-08
sp|P11940|PABP1_HUMAN	sp|Q06106|MRD1_YEAST	27.059	170	50.8	1.34e-07
sp|P11940|PABP1_HUMAN	sp|Q06106|MRD1_YEAST	29.213	89	48.5	5.70e-07
sp|P43304|GPDM_HUMAN	sp|P32191|GPDM_YEAST	43.947	603	456	2.40e-153
sp|O95163|ELP1_HUMAN	sp|Q06706|ELP1_YEAST	31.014	690	309	8.81e-88
sp|O95163|ELP1_HUMAN	sp|Q06706|ELP1_YEAST	35.000	380	196	8.81e-52
sp|O00567|NOP56_HUMAN	sp|Q12460|NOP56_YEAST	54.214	439	471	5.65e-163
sp|O00567|NOP56_HUMAN	sp|Q12499|NOP58_YEAST	40.373	483	303	2.11e-97
sp|O15270|SPTC2_HUMAN	sp|P40970|LCB2_YEAST	48.073	493	483	2.63e-167
sp|O15270|SPTC2_HUMAN	sp|P09950|HEM1_YEAST	27.990	393	150	1.48e-40
sp|O15270|SPTC2_HUMAN	sp|P25045|SPTC1_YEAST	29.655	290	139	1.70e-36
sp|P11766|ADHX_HUMAN	sp|P32771|FADH_YEAST	63.172	372	483	1.01e-172
sp|P11766|ADHX_HUMAN	sp|Q07993|XYL2_YEAST	28.533	375	102	8.74e-26
sp|P11766|ADHX_HUMAN	sp|P35497|DHSO1_YEAST	27.411	394	89.7	3.27e-21
sp|P11766|ADHX_HUMAN	sp|Q07786|DHSO2_YEAST	27.411	394	89.0	6.91e-21
sp|Q9ULI0|ATD2B_HUMAN	sp|P40340|ATAD2_YEAST	47.727	528	480	6.66e-147
sp|Q9ULI0|ATD2B_HUMAN	sp|P25694|CDC48_YEAST	44.853	272	228	5.55e-63
sp|Q9ULI0|ATD2B_HUMAN	sp|P25694|CDC48_YEAST	41.949	236	180	1.33e-47
sp|Q9ULI0|ATD2B_HUMAN	sp|P40327|PRS4_YEAST	42.537	268	197	5.36e-56
sp|Q9ULI0|ATD2B_HUMAN	sp|Q01939|PRS8_YEAST	41.085	258	191	5.47e-54
sp|Q9ULI0|ATD2B_HUMAN	sp|P32794|AFG2_YEAST	38.246	285	196	5.10e-53
sp|Q9ULI0|ATD2B_HUMAN	sp|P32794|AFG2_YEAST	42.358	229	179	2.81e-47
sp|Q9ULI0|ATD2B_HUMAN	sp|Q07844|RIX7_YEAST	38.163	283	189	1.58e-50
sp|Q9ULI0|ATD2B_HUMAN	sp|Q07844|RIX7_YEAST	32.026	459	186	2.70e-49
sp|Q9ULI0|ATD2B_HUMAN	sp|P53549|PRS10_YEAST	42.308	234	179	1.06e-49
sp|Q9ULI0|ATD2B_HUMAN	sp|P33299|PRS7_YEAST	41.772	237	179	2.63e-49
sp|Q9ULI0|ATD2B_HUMAN	sp|P28737|MSP1_YEAST	37.131	237	160	7.96e-44
sp|Q9ULI0|ATD2B_HUMAN	sp|P33760|PEX6_YEAST	36.842	304	164	3.15e-42
sp|Q9ULI0|ATD2B_HUMAN	sp|P33297|PRS6A_YEAST	37.143	245	154	2.42e-41
sp|Q9ULI0|ATD2B_HUMAN	sp|P33298|PRS6B_YEAST	39.076	238	152	1.10e-40
sp|Q9ULI0|ATD2B_HUMAN	sp|P18759|SEC18_YEAST	37.931	261	156	4.72e-40
sp|Q9ULI0|ATD2B_HUMAN	sp|P52917|VPS4_YEAST	35.391	243	150	6.54e-40
sp|Q9ULI0|ATD2B_HUMAN	sp|P39925|AFG3_YEAST	35.740	277	153	3.65e-39
sp|Q9ULI0|ATD2B_HUMAN	sp|P24004|PEX1_YEAST	35.537	242	152	2.98e-38
sp|Q9ULI0|ATD2B_HUMAN	sp|P40328|TBP6_YEAST	36.032	247	146	5.28e-37
sp|Q9ULI0|ATD2B_HUMAN	sp|P40341|YTA12_YEAST	36.250	240	140	5.48e-35
sp|Q9ULI0|ATD2B_HUMAN	sp|P32795|YME1_YEAST	34.454	238	135	1.78e-33
sp|Q9ULI0|ATD2B_HUMAN	sp|P39955|SAP1_YEAST	34.630	257	132	2.44e-32
sp|Q9ULI0|ATD2B_HUMAN	sp|P32839|BCS1_YEAST	31.847	157	59.3	5.16e-10
sp|Q9ULI0|ATD2B_HUMAN	sp|Q03330|GCN5_YEAST	34.694	98	55.8	7.65e-09
sp|P12081|HARS1_HUMAN	sp|P07263|SYH_YEAST	52.268	463	479	7.03e-167
sp|P12081|HARS1_HUMAN	sp|P15442|GCN2_YEAST	24.017	483	100	2.18e-23
sp|P05091|ALDH2_HUMAN	sp|P46367|ALDH4_YEAST	49.421	518	497	3.31e-174
sp|P05091|ALDH2_HUMAN	sp|P40047|ALDH5_YEAST	46.602	515	478	8.90e-167
sp|P05091|ALDH2_HUMAN	sp|P54115|ALDH6_YEAST	47.579	475	452	1.17e-156
sp|P05091|ALDH2_HUMAN	sp|P47771|ALDH2_YEAST	47.959	490	444	1.43e-153
sp|P05091|ALDH2_HUMAN	sp|P54114|ALDH3_YEAST	46.914	486	437	7.62e-151
sp|P05091|ALDH2_HUMAN	sp|P38067|SSDH_YEAST	35.223	494	286	3.52e-92
sp|P05091|ALDH2_HUMAN	sp|P07275|PUT2_YEAST	26.531	490	139	8.47e-37
sp|P05091|ALDH2_HUMAN	sp|Q04458|HFD1_YEAST	28.274	336	99.8	1.75e-23
sp|Q96TA2|YMEL1_HUMAN	sp|P32795|YME1_YEAST	51.245	482	477	1.84e-159
sp|Q96TA2|YMEL1_HUMAN	sp|P40341|YTA12_YEAST	41.423	478	355	1.08e-111
sp|Q96TA2|YMEL1_HUMAN	sp|P39925|AFG3_YEAST	40.044	452	332	7.41e-104
sp|Q96TA2|YMEL1_HUMAN	sp|P53549|PRS10_YEAST	40.756	238	178	3.68e-50
sp|Q96TA2|YMEL1_HUMAN	sp|Q01939|PRS8_YEAST	36.226	265	176	7.60e-50
sp|Q96TA2|YMEL1_HUMAN	sp|P33299|PRS7_YEAST	38.554	249	177	1.60e-49
sp|Q96TA2|YMEL1_HUMAN	sp|P25694|CDC48_YEAST	43.033	244	182	3.93e-49
sp|Q96TA2|YMEL1_HUMAN	sp|P25694|CDC48_YEAST	38.683	243	178	9.65e-48
sp|Q96TA2|YMEL1_HUMAN	sp|P33297|PRS6A_YEAST	37.069	232	160	1.10e-43
sp|Q96TA2|YMEL1_HUMAN	sp|P40327|PRS4_YEAST	35.510	245	157	1.27e-42
sp|Q96TA2|YMEL1_HUMAN	sp|P32794|AFG2_YEAST	37.398	246	158	2.66e-41
sp|Q96TA2|YMEL1_HUMAN	sp|P32794|AFG2_YEAST	35.398	226	137	1.16e-34
sp|Q96TA2|YMEL1_HUMAN	sp|P33298|PRS6B_YEAST	35.270	241	146	4.56e-39
sp|Q96TA2|YMEL1_HUMAN	sp|Q07844|RIX7_YEAST	38.596	228	150	1.30e-38
sp|Q96TA2|YMEL1_HUMAN	sp|Q07844|RIX7_YEAST	36.842	228	149	3.49e-38
sp|Q96TA2|YMEL1_HUMAN	sp|P33760|PEX6_YEAST	37.860	243	150	1.55e-38
sp|Q96TA2|YMEL1_HUMAN	sp|P40340|ATAD2_YEAST	35.688	269	145	4.94e-37
sp|Q96TA2|YMEL1_HUMAN	sp|P24004|PEX1_YEAST	36.400	250	145	7.03e-37
sp|Q96TA2|YMEL1_HUMAN	sp|P52917|VPS4_YEAST	37.004	227	130	1.82e-33
sp|Q96TA2|YMEL1_HUMAN	sp|P28737|MSP1_YEAST	35.827	254	120	1.48e-30
sp|Q96TA2|YMEL1_HUMAN	sp|P40328|TBP6_YEAST	35.685	241	124	2.19e-30
sp|Q96TA2|YMEL1_HUMAN	sp|P18759|SEC18_YEAST	37.799	209	118	1.68e-28
sp|Q96TA2|YMEL1_HUMAN	sp|P39955|SAP1_YEAST	31.855	248	109	1.16e-25
sp|Q96TA2|YMEL1_HUMAN	sp|P32839|BCS1_YEAST	30.851	188	79.7	8.71e-17
sp|Q14974|IMB1_HUMAN	sp|Q06142|IMB1_YEAST	33.902	879	461	9.28e-151
sp|Q14974|IMB1_HUMAN	sp|P38217|IMB2_YEAST	24.370	119	49.3	4.94e-07
sp|Q14974|IMB1_HUMAN	sp|P40069|IMB4_YEAST	32.692	104	45.8	7.42e-06
sp|Q9NRZ9|HELLS_HUMAN	sp|P43610|IRC5_YEAST	44.201	638	498	3.18e-165
sp|Q9NRZ9|HELLS_HUMAN	sp|Q08773|ISW2_YEAST	43.036	560	450	4.91e-144
sp|Q9NRZ9|HELLS_HUMAN	sp|P38144|ISW1_YEAST	42.647	544	427	1.72e-135
sp|Q9NRZ9|HELLS_HUMAN	sp|P32333|BTAF1_YEAST	30.516	639	267	3.70e-76
sp|Q9NRZ9|HELLS_HUMAN	sp|P22082|SNF2_YEAST	43.116	276	239	7.44e-67
sp|Q9NRZ9|HELLS_HUMAN	sp|P22082|SNF2_YEAST	38.078	281	184	4.24e-49
sp|Q9NRZ9|HELLS_HUMAN	sp|Q05471|SWR1_YEAST	40.925	281	225	2.07e-62
sp|Q9NRZ9|HELLS_HUMAN	sp|Q05471|SWR1_YEAST	46.541	159	164	1.77e-42
sp|Q9NRZ9|HELLS_HUMAN	sp|P32597|STH1_YEAST	34.028	432	221	3.72e-61
sp|Q9NRZ9|HELLS_HUMAN	sp|P32597|STH1_YEAST	46.154	195	191	1.83e-51
sp|Q9NRZ9|HELLS_HUMAN	sp|P53115|INO80_YEAST	34.218	377	213	2.41e-58
sp|Q9NRZ9|HELLS_HUMAN	sp|P53115|INO80_YEAST	50.000	156	175	3.19e-46
sp|Q9NRZ9|HELLS_HUMAN	sp|P32657|CHD1_YEAST	36.897	290	203	4.19e-55
sp|Q9NRZ9|HELLS_HUMAN	sp|P32657|CHD1_YEAST	51.000	200	200	2.95e-54
sp|Q9NRZ9|HELLS_HUMAN	sp|P40352|RAD26_YEAST	28.750	320	145	1.05e-36
sp|Q9NRZ9|HELLS_HUMAN	sp|P40352|RAD26_YEAST	39.894	188	137	2.82e-34
sp|Q9NRZ9|HELLS_HUMAN	sp|P38086|RDH54_YEAST	36.634	202	137	3.14e-34
sp|Q9NRZ9|HELLS_HUMAN	sp|P38086|RDH54_YEAST	28.623	276	101	4.46e-23
sp|Q9NRZ9|HELLS_HUMAN	sp|P32863|RAD54_YEAST	34.016	244	124	2.00e-30
sp|Q9NRZ9|HELLS_HUMAN	sp|P32863|RAD54_YEAST	30.350	257	114	3.98e-27
sp|Q9NRZ9|HELLS_HUMAN	sp|P31380|FUN30_YEAST	37.912	182	123	7.10e-30
sp|Q9NRZ9|HELLS_HUMAN	sp|P31244|RAD16_YEAST	36.957	138	97.8	5.48e-22
sp|Q9NRZ9|HELLS_HUMAN	sp|P31244|RAD16_YEAST	27.757	263	89.4	2.42e-19
sp|Q9NRZ9|HELLS_HUMAN	sp|Q08562|ULS1_YEAST	37.795	127	95.9	2.93e-21
sp|Q9NRZ9|HELLS_HUMAN	sp|Q08562|ULS1_YEAST	25.938	320	82.4	4.63e-17
sp|Q9NRZ9|HELLS_HUMAN	sp|P32849|RAD5_YEAST	30.108	186	80.9	1.24e-16
sp|Q9NRZ9|HELLS_HUMAN	sp|P32849|RAD5_YEAST	24.161	298	78.2	7.18e-16
sp|P31350|RIR2_HUMAN	sp|P09938|RIR2_YEAST	68.712	326	473	2.02e-168
sp|P31350|RIR2_HUMAN	sp|P49723|RIR4_YEAST	48.148	324	324	1.63e-110
sp|Q9BXS5|AP1M1_HUMAN	sp|Q00776|AP1M1_YEAST	51.477	474	482	2.55e-170
sp|Q9BXS5|AP1M1_HUMAN	sp|Q99186|AP2M_YEAST	28.889	495	196	1.25e-58
sp|Q9NV66|TYW1_HUMAN	sp|Q08960|TYW1_YEAST	41.254	686	472	2.84e-157
sp|Q9NV66|TYW1_HUMAN	sp|P16603|NCPR_YEAST	30.675	163	61.2	8.13e-11
sp|Q9NV66|TYW1_HUMAN	sp|Q12181|NDOR1_YEAST	25.389	193	47.0	2.15e-06
sp|Q9Y285|SYFA_HUMAN	sp|P15625|SYFA_YEAST	50.000	476	471	2.42e-164
sp|Q9Y285|SYFA_HUMAN	sp|P08425|SYFM_YEAST	36.364	77	46.2	2.08e-06
sp|P34932|HSP74_HUMAN	sp|P32590|HSP79_YEAST	38.350	691	458	5.36e-152
sp|P34932|HSP74_HUMAN	sp|P32589|HSP7F_YEAST	37.608	694	449	1.23e-148
sp|P34932|HSP74_HUMAN	sp|P10591|HSP71_YEAST	33.729	590	295	1.59e-90
sp|P34932|HSP74_HUMAN	sp|P10592|HSP72_YEAST	33.390	590	293	1.47e-89
sp|P34932|HSP74_HUMAN	sp|P22202|HSP74_YEAST	33.755	554	289	3.88e-88
sp|P34932|HSP74_HUMAN	sp|P09435|HSP73_YEAST	32.734	556	286	6.47e-87
sp|P34932|HSP74_HUMAN	sp|P16474|BIP_YEAST	32.998	497	280	3.26e-84
sp|P34932|HSP74_HUMAN	sp|P40150|SSB2_YEAST	35.862	435	259	2.43e-77
sp|P34932|HSP74_HUMAN	sp|P11484|SSB1_YEAST	35.862	435	259	2.70e-77
sp|P34932|HSP74_HUMAN	sp|P39987|HSP7E_YEAST	29.331	508	225	9.99e-65
sp|P34932|HSP74_HUMAN	sp|P0CS90|HSP77_YEAST	29.800	500	223	6.57e-64
sp|P34932|HSP74_HUMAN	sp|Q05931|HSP7Q_YEAST	27.466	517	185	1.51e-50
sp|Q9H0S4|DDX47_HUMAN	sp|P38712|RRP3_YEAST	56.724	409	469	1.53e-164
sp|Q9H0S4|DDX47_HUMAN	sp|P38719|DBP8_YEAST	43.160	424	301	9.69e-100
sp|Q9H0S4|DDX47_HUMAN	sp|P32892|DRS1_YEAST	38.859	368	271	1.07e-84
sp|Q9H0S4|DDX47_HUMAN	sp|Q03532|HAS1_YEAST	37.081	418	249	1.63e-78
sp|Q9H0S4|DDX47_HUMAN	sp|P24783|DBP2_YEAST	38.172	372	239	1.77e-74
sp|Q9H0S4|DDX47_HUMAN	sp|P39517|DHH1_YEAST	33.422	377	229	5.60e-71
sp|Q9H0S4|DDX47_HUMAN	sp|P20447|DBP3_YEAST	36.657	341	224	6.27e-69
sp|Q9H0S4|DDX47_HUMAN	sp|P20448|DBP4_YEAST	35.789	380	228	2.56e-68
sp|Q9H0S4|DDX47_HUMAN	sp|Q07478|SUB2_YEAST	33.155	374	217	8.17e-67
sp|Q9H0S4|DDX47_HUMAN	sp|P24784|DBP1_YEAST	34.663	401	214	4.58e-64
sp|Q9H0S4|DDX47_HUMAN	sp|P06634|DED1_YEAST	33.416	404	213	1.06e-63
sp|Q9H0S4|DDX47_HUMAN	sp|Q12099|FAL1_YEAST	31.635	373	207	1.32e-63
sp|Q9H0S4|DDX47_HUMAN	sp|P25808|SPB4_YEAST	34.366	355	197	8.81e-58
sp|Q9H0S4|DDX47_HUMAN	sp|P10081|IF4A_YEAST	30.270	370	187	6.44e-56
sp|Q9H0S4|DDX47_HUMAN	sp|Q06218|DBP9_YEAST	30.048	416	186	9.51e-54
sp|Q9H0S4|DDX47_HUMAN	sp|P21372|PRP5_YEAST	32.891	377	188	2.23e-53
sp|Q9H0S4|DDX47_HUMAN	sp|P23394|PRP28_YEAST	33.592	387	181	3.23e-52
sp|Q9H0S4|DDX47_HUMAN	sp|Q12389|DBP10_YEAST	29.748	437	185	3.25e-52
sp|Q9H0S4|DDX47_HUMAN	sp|P38112|MAK5_YEAST	30.402	398	176	1.30e-49
sp|Q9H0S4|DDX47_HUMAN	sp|P36120|DBP7_YEAST	29.134	508	174	8.63e-49
sp|Q9H0S4|DDX47_HUMAN	sp|P20449|DBP5_YEAST	31.328	399	164	1.47e-46
sp|Q9H0S4|DDX47_HUMAN	sp|P45818|ROK1_YEAST	33.718	347	152	5.87e-42
sp|Q9H0S4|DDX47_HUMAN	sp|P35187|SGS1_YEAST	23.333	360	64.7	3.29e-12
sp|Q9H0S4|DDX47_HUMAN	sp|P40562|MPH1_YEAST	26.923	104	46.2	1.88e-06
sp|Q6ZV29|PLPL7_HUMAN	sp|Q04958|NTE1_YEAST	31.661	897	456	2.11e-137
sp|Q6ZV29|PLPL7_HUMAN	sp|Q04958|NTE1_YEAST	38.333	60	50.8	3.68e-07
sp|Q9Y2H1|ST38L_HUMAN	sp|P53894|CBK1_YEAST	47.925	482	449	8.27e-153
sp|Q9Y2H1|ST38L_HUMAN	sp|P22204|DBF2_YEAST	36.019	422	254	1.50e-79
sp|Q9Y2H1|ST38L_HUMAN	sp|P32328|DBF20_YEAST	35.422	415	248	2.34e-77
sp|Q9Y2H1|ST38L_HUMAN	sp|P18961|YPK2_YEAST	37.500	336	238	1.68e-72
sp|Q9Y2H1|ST38L_HUMAN	sp|P12688|YPK1_YEAST	37.048	332	234	3.85e-71
sp|Q9Y2H1|ST38L_HUMAN	sp|P06244|KAPA_YEAST	35.159	347	226	6.56e-71
sp|Q9Y2H1|ST38L_HUMAN	sp|P06245|KAPB_YEAST	34.682	346	225	1.28e-70
sp|Q9Y2H1|ST38L_HUMAN	sp|P05986|KAPC_YEAST	33.819	343	213	8.70e-66
sp|Q9Y2H1|ST38L_HUMAN	sp|P25341|KIN82_YEAST	35.380	342	216	3.24e-64
sp|Q9Y2H1|ST38L_HUMAN	sp|P53739|FPK1_YEAST	34.211	342	213	5.15e-62
sp|Q9Y2H1|ST38L_HUMAN	sp|P11792|SCH9_YEAST	33.721	344	207	3.48e-60
sp|Q9Y2H1|ST38L_HUMAN	sp|P38070|YPK3_YEAST	32.558	301	176	1.82e-50
sp|Q9Y2H1|ST38L_HUMAN	sp|P24583|KPC1_YEAST	31.198	359	179	4.82e-50
sp|Q9Y2H1|ST38L_HUMAN	sp|Q03407|PKH1_YEAST	32.258	310	175	6.04e-49
sp|Q9Y2H1|ST38L_HUMAN	sp|Q12236|PKH2_YEAST	31.475	305	169	1.56e-46
sp|Q9Y2H1|ST38L_HUMAN	sp|Q03306|PKH3_YEAST	29.338	317	159	2.84e-43
sp|Q9Y2H1|ST38L_HUMAN	sp|P32562|CDC5_YEAST	29.042	334	141	1.74e-37
sp|Q9Y2H1|ST38L_HUMAN	sp|P38991|AURK_YEAST	31.000	300	130	4.10e-35
sp|Q9Y2H1|ST38L_HUMAN	sp|P25389|KCC4_YEAST	27.575	301	114	2.76e-28
sp|Q9Y2H1|ST38L_HUMAN	sp|P34244|HSL1_YEAST	26.506	332	114	3.81e-28
sp|Q9Y2H1|ST38L_HUMAN	sp|P48562|CLA4_YEAST	27.297	370	112	1.66e-27
sp|Q9Y2H1|ST38L_HUMAN	sp|Q12263|GIN4_YEAST	26.059	307	109	1.75e-26
sp|Q9Y2H1|ST38L_HUMAN	sp|P08458|SPS1_YEAST	30.147	272	107	3.73e-26
sp|Q9Y2H1|ST38L_HUMAN	sp|P38692|KIC1_YEAST	30.380	237	107	5.57e-26
sp|Q9Y2H1|ST38L_HUMAN	sp|P06782|SNF1_YEAST	26.923	286	107	5.96e-26
sp|Q9Y2H1|ST38L_HUMAN	sp|Q03497|STE20_YEAST	29.286	280	106	1.81e-25
sp|Q9Y2H1|ST38L_HUMAN	sp|Q12469|SKM1_YEAST	27.798	277	103	6.02e-25
sp|Q9Y2H1|ST38L_HUMAN	sp|P08018|PBS2_YEAST	26.984	315	92.4	4.16e-21
sp|Q9Y2H1|ST38L_HUMAN	sp|Q00772|SLT2_YEAST	26.347	334	87.0	1.47e-19
sp|Q9Y2H1|ST38L_HUMAN	sp|P16892|FUS3_YEAST	25.197	254	79.0	2.94e-17
sp|Q9Y2H1|ST38L_HUMAN	sp|P06242|KIN28_YEAST	26.201	229	75.9	1.84e-16
sp|Q9Y2H1|ST38L_HUMAN	sp|P15442|GCN2_YEAST	28.182	220	74.7	2.78e-15
sp|Q9Y2H1|ST38L_HUMAN	sp|P14681|KSS1_YEAST	24.696	247	69.3	5.68e-14
sp|Q9Y2H1|ST38L_HUMAN	sp|P14680|YAK1_YEAST	24.427	262	68.2	2.77e-13
sp|Q9Y2H1|ST38L_HUMAN	sp|P21965|MCK1_YEAST	28.464	267	66.6	4.01e-13
sp|Q9Y2H1|ST38L_HUMAN	sp|P38615|RIM11_YEAST	24.498	249	65.5	8.79e-13
sp|Q9Y2H1|ST38L_HUMAN	sp|Q03957|CTK1_YEAST	23.511	319	65.5	1.49e-12
sp|Q9Y2H1|ST38L_HUMAN	sp|P17157|PHO85_YEAST	25.197	254	63.9	1.86e-12
sp|Q9Y2H1|ST38L_HUMAN	sp|P41808|SMK1_YEAST	21.019	314	64.3	2.42e-12
sp|Q9Y2H1|ST38L_HUMAN	sp|P32485|HOG1_YEAST	23.529	289	61.6	1.85e-11
sp|Q9Y2H1|ST38L_HUMAN	sp|P19454|CSK22_YEAST	24.066	241	58.5	1.36e-10
sp|Q9Y2H1|ST38L_HUMAN	sp|P32350|KNS1_YEAST	22.822	241	57.4	6.23e-10
sp|Q9Y2H1|ST38L_HUMAN	sp|P00546|CDK1_YEAST	25.100	251	56.2	6.96e-10
sp|Q9Y2H1|ST38L_HUMAN	sp|P50873|MRK1_YEAST	22.857	245	56.6	8.10e-10
sp|Q9Y2H1|ST38L_HUMAN	sp|P15790|CSK21_YEAST	26.506	166	53.9	4.45e-09
sp|Q9Y2H1|ST38L_HUMAN	sp|P36005|KDX1_YEAST	21.705	258	53.1	8.68e-09
sp|Q9Y2H1|ST38L_HUMAN	sp|P32361|IRE1_YEAST	23.907	343	48.1	5.90e-07
sp|P61011|SRP54_HUMAN	sp|P20424|SRP54_YEAST	53.061	441	462	3.07e-160
sp|P61011|SRP54_HUMAN	sp|P32916|SRPR_YEAST	25.234	321	97.8	8.52e-23
sp|Q96ST3|SIN3A_HUMAN	sp|P22579|SIN3_YEAST	39.623	371	278	1.12e-77
sp|Q96ST3|SIN3A_HUMAN	sp|P22579|SIN3_YEAST	45.230	283	199	9.60e-53
sp|Q96ST3|SIN3A_HUMAN	sp|P22579|SIN3_YEAST	25.357	280	74.7	1.56e-14
sp|Q9NVX2|NLE1_HUMAN	sp|P25382|NLE1_YEAST	46.813	502	466	2.77e-162
sp|Q9NVX2|NLE1_HUMAN	sp|P38129|TAF5_YEAST	36.111	180	104	8.71e-25
sp|Q9NVX2|NLE1_HUMAN	sp|P38129|TAF5_YEAST	25.347	288	91.7	9.92e-21
sp|Q9NVX2|NLE1_HUMAN	sp|P38129|TAF5_YEAST	25.591	254	79.0	1.05e-16
sp|Q9NVX2|NLE1_HUMAN	sp|P38129|TAF5_YEAST	24.793	363	78.2	1.81e-16
sp|Q9NVX2|NLE1_HUMAN	sp|P20053|PRP4_YEAST	29.500	200	92.8	2.10e-21
sp|Q9NVX2|NLE1_HUMAN	sp|P20053|PRP4_YEAST	32.000	200	90.9	8.85e-21
sp|Q9NVX2|NLE1_HUMAN	sp|P20053|PRP4_YEAST	22.714	339	69.3	7.32e-14
sp|Q9NVX2|NLE1_HUMAN	sp|P20053|PRP4_YEAST	28.169	142	63.9	4.34e-12
sp|Q9NVX2|NLE1_HUMAN	sp|P41811|COPB2_YEAST	27.320	194	86.7	4.33e-19
sp|Q9NVX2|NLE1_HUMAN	sp|P41811|COPB2_YEAST	23.214	336	73.9	5.16e-15
sp|Q9NVX2|NLE1_HUMAN	sp|P41811|COPB2_YEAST	30.405	148	65.5	1.96e-12
sp|Q9NVX2|NLE1_HUMAN	sp|P41811|COPB2_YEAST	27.586	145	63.9	7.14e-12
sp|Q9NVX2|NLE1_HUMAN	sp|P41811|COPB2_YEAST	38.272	81	45.1	4.94e-06
sp|Q9NVX2|NLE1_HUMAN	sp|P38011|GBLP_YEAST	25.788	349	82.0	2.59e-18
sp|Q9NVX2|NLE1_HUMAN	sp|P38011|GBLP_YEAST	25.352	213	72.8	3.01e-15
sp|Q9NVX2|NLE1_HUMAN	sp|P38011|GBLP_YEAST	23.876	356	72.4	3.62e-15
sp|Q9NVX2|NLE1_HUMAN	sp|P25635|PWP2_YEAST	22.194	392	79.7	6.72e-17
sp|Q9NVX2|NLE1_HUMAN	sp|P25635|PWP2_YEAST	24.064	374	70.9	4.57e-14
sp|Q9NVX2|NLE1_HUMAN	sp|P25635|PWP2_YEAST	26.220	164	68.9	1.80e-13
sp|Q9NVX2|NLE1_HUMAN	sp|P25635|PWP2_YEAST	29.932	147	55.8	2.05e-09
sp|Q9NVX2|NLE1_HUMAN	sp|P25635|PWP2_YEAST	32.941	85	48.5	4.51e-07
sp|Q9NVX2|NLE1_HUMAN	sp|Q05946|UTP13_YEAST	23.810	315	79.3	9.38e-17
sp|Q9NVX2|NLE1_HUMAN	sp|Q05946|UTP13_YEAST	24.865	185	70.9	3.97e-14
sp|Q9NVX2|NLE1_HUMAN	sp|Q05946|UTP13_YEAST	20.132	303	58.2	3.84e-10
sp|Q9NVX2|NLE1_HUMAN	sp|Q12417|PRP46_YEAST	27.306	271	77.4	1.78e-16
sp|Q9NVX2|NLE1_HUMAN	sp|Q12417|PRP46_YEAST	32.479	117	67.4	2.88e-13
sp|Q9NVX2|NLE1_HUMAN	sp|Q12417|PRP46_YEAST	27.465	142	67.4	3.09e-13
sp|Q9NVX2|NLE1_HUMAN	sp|Q12417|PRP46_YEAST	26.506	249	66.2	7.23e-13
sp|Q9NVX2|NLE1_HUMAN	sp|P41318|LST8_YEAST	22.222	333	73.6	1.25e-15
sp|Q9NVX2|NLE1_HUMAN	sp|P41318|LST8_YEAST	24.921	317	72.8	2.69e-15
sp|Q9NVX2|NLE1_HUMAN	sp|P41318|LST8_YEAST	22.378	286	60.8	2.12e-11
sp|Q9NVX2|NLE1_HUMAN	sp|P41318|LST8_YEAST	21.154	156	45.8	1.79e-06
sp|Q9NVX2|NLE1_HUMAN	sp|P53622|COPA_YEAST	22.807	342	75.5	1.54e-15
sp|Q9NVX2|NLE1_HUMAN	sp|P53622|COPA_YEAST	23.103	290	68.9	2.19e-13
sp|Q9NVX2|NLE1_HUMAN	sp|P53622|COPA_YEAST	27.485	171	65.1	3.40e-12
sp|Q9NVX2|NLE1_HUMAN	sp|P53622|COPA_YEAST	23.881	201	64.7	4.69e-12
sp|Q9NVX2|NLE1_HUMAN	sp|P53622|COPA_YEAST	29.508	122	59.3	1.95e-10
sp|Q9NVX2|NLE1_HUMAN	sp|P42841|PFS2_YEAST	21.469	354	73.6	3.24e-15
sp|Q9NVX2|NLE1_HUMAN	sp|P42841|PFS2_YEAST	27.966	118	60.8	4.29e-11
sp|Q9NVX2|NLE1_HUMAN	sp|P42841|PFS2_YEAST	18.750	320	58.9	1.60e-10
sp|Q9NVX2|NLE1_HUMAN	sp|P42841|PFS2_YEAST	20.354	113	50.4	8.95e-08
