Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
P06787	reviewed	CALM_YEAST	Calmodulin (CaM)	CMD1 YBR109C YBR0904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	147	actin cortical patch [GO:0030479]; cell tip [GO:0051286]; cellular bud [GO:0005933]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; central plaque of spindle pole body [GO:0005823]; cytoplasm [GO:0005737]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; myosin I complex [GO:0045160]; myosin V complex [GO:0031475]; calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; enzyme regulator activity [GO:0030234]; mitogen-activated protein kinase binding [GO:0051019]; cell budding [GO:0007114]; cellular hyperosmotic response [GO:0071474]; cytoskeleton organization [GO:0007010]; endocytosis [GO:0006897]; karyogamy involved in conjugation with cellular fusion [GO:0000742]; microautophagy [GO:0016237]; microtubule cytoskeleton organization [GO:0000226]; phosphatidylinositol biosynthetic process [GO:0006661]; positive regulation of Arp2/3 complex-mediated actin nucleation [GO:2000601]; protein import into nucleus [GO:0006606]; receptor-mediated endocytosis [GO:0006898]; regulation of membrane tubulation [GO:1903525]; regulation of microtubule nucleation [GO:0010968]; spindle pole body organization [GO:0051300]; vacuole fusion, non-autophagic [GO:0042144]; vesicle transport along actin filament [GO:0030050]	GO:0000131; GO:0000226; GO:0000742; GO:0005509; GO:0005737; GO:0005823; GO:0005933; GO:0005934; GO:0005935; GO:0006606; GO:0006661; GO:0006897; GO:0006898; GO:0007010; GO:0007114; GO:0010968; GO:0016237; GO:0030050; GO:0030234; GO:0030479; GO:0031475; GO:0042144; GO:0043332; GO:0045160; GO:0048306; GO:0051019; GO:0051286; GO:0051300; GO:0071474; GO:1903525; GO:2000601
P06838	reviewed	RAD10_YEAST	DNA repair protein RAD10	RAD10 YML095C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210	endonuclease complex [GO:1905348]; nucleotide-excision repair factor 1 complex [GO:0000110]; nucleus [GO:0005634]; damaged DNA binding [GO:0003684]; endonuclease activity [GO:0004519]; single-stranded DNA binding [GO:0003697]; DNA amplification [GO:0006277]; double-strand break repair via single-strand annealing, removal of nonhomologous ends [GO:0000736]; meiotic mismatch repair [GO:0000710]; mitotic recombination [GO:0006312]; nucleotide-excision repair [GO:0006289]; nucleotide-excision repair, DNA damage recognition [GO:0000715]; removal of nonhomologous ends [GO:0000735]	GO:0000110; GO:0000710; GO:0000715; GO:0000735; GO:0000736; GO:0003684; GO:0003697; GO:0004519; GO:0005634; GO:0006277; GO:0006289; GO:0006312; GO:1905348
P06839	reviewed	RAD3_YEAST	General transcription and DNA repair factor IIH helicase subunit XPD/RAD3 (TFIIH subunit XPD) (EC 5.6.2.3) (DNA 5'-3' helicase RAD3) (DNA repair helicase RAD3) (RNA polymerase II transcription factor B subunit RAD3) (TFB subunit RAD3)	RAD3 REM1 YER171W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	778	cytosol [GO:0005829]; nucleotide-excision repair factor 3 complex [GO:0000112]; nucleus [GO:0005634]; transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]; 4 iron, 4 sulfur cluster binding [GO:0051539]; 5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; damaged DNA binding [GO:0003684]; DNA helicase activity [GO:0003678]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; nucleotide-excision repair [GO:0006289]; positive regulation of mitotic recombination [GO:0045951]; regulation of mitotic recombination [GO:0000019]; transcription by RNA polymerase II [GO:0006366]; transcription initiation at RNA polymerase II promoter [GO:0006367]	GO:0000019; GO:0000112; GO:0000439; GO:0003678; GO:0003684; GO:0005524; GO:0005634; GO:0005675; GO:0005829; GO:0006289; GO:0006366; GO:0006367; GO:0008094; GO:0009378; GO:0016853; GO:0016887; GO:0036121; GO:0043139; GO:0045951; GO:0046872; GO:0051539; GO:0061749; GO:1990518
P06843	reviewed	SPT2_YEAST	Protein SPT2 (Negative regulator of Ty transcription)	SPT2 SIN1 SPM2 YER161C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	333	cytosol [GO:0005829]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA secondary structure binding [GO:0000217]; histone binding [GO:0042393]; histone chaperone activity [GO:0140713]; chromatin organization [GO:0006325]; heterochromatin formation [GO:0031507]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of DNA-templated transcription [GO:0006355]; transcription elongation-coupled chromatin remodeling [GO:0140673]	GO:0000122; GO:0000217; GO:0003677; GO:0005634; GO:0005829; GO:0006325; GO:0006355; GO:0031507; GO:0042393; GO:0140673; GO:0140713
P06844	reviewed	SPT3_YEAST	Protein SPT3 (Positive regulator of Ty transcription)	SPT3 YDR392W D9509.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	337	cytosol [GO:0005829]; nucleus [GO:0005634]; SAGA complex [GO:0000124]; SLIK (SAGA-like) complex [GO:0046695]; protein heterodimerization activity [GO:0046982]; transcription coregulator activity [GO:0003712]; chromatin organization [GO:0006325]; invasive growth in response to glucose limitation [GO:0001403]; pseudohyphal growth [GO:0007124]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]	GO:0000124; GO:0001403; GO:0003712; GO:0005634; GO:0005829; GO:0006325; GO:0006357; GO:0006366; GO:0007124; GO:0046695; GO:0046982
P07143	reviewed	CY1_YEAST	Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome c oxidoreductase cytochrome c1 subunit) (Cytochrome c-1)	CYT1 CTC1 YOR065W YOR29-16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; respiratory chain complex III [GO:0045275]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; cellular respiration [GO:0045333]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]	GO:0005739; GO:0005743; GO:0005758; GO:0005829; GO:0006122; GO:0008121; GO:0020037; GO:0045275; GO:0045333; GO:0046872
P07149	reviewed	FAS1_YEAST	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	FAS1 YKL182W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2051	cytoplasm [GO:0005737]; cytosol [GO:0005829]; fatty acid synthase complex [GO:0005835]; lipid droplet [GO:0005811]; mitochondrion [GO:0005739]; (3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity [GO:0019171]; [acyl-carrier-protein] S-acetyltransferase activity [GO:0004313]; [acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318]; enoyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0141148]; fatty acid synthase activity [GO:0004312]; fatty acyl-[ACP] hydrolase activity [GO:0016297]; fatty-acyl-CoA synthase activity [GO:0004321]; palmitoyltransferase activity [GO:0016409]; long-chain fatty acid biosynthetic process [GO:0042759]	GO:0004312; GO:0004313; GO:0004314; GO:0004318; GO:0004321; GO:0005737; GO:0005739; GO:0005811; GO:0005829; GO:0005835; GO:0016297; GO:0016409; GO:0019171; GO:0042759; GO:0141148
P07170	reviewed	KAD2_YEAST	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	ADK1 AKY AKY1 AKY2 YDR226W YD9934.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; adenylate kinase activity [GO:0004017]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; ADP biosynthetic process [GO:0006172]; AMP metabolic process [GO:0046033]; ATP metabolic process [GO:0046034]; DNA replication initiation [GO:0006270]; nucleotide metabolic process [GO:0009117]; pre-replicative complex assembly [GO:0036388]	GO:0003688; GO:0004017; GO:0005524; GO:0005737; GO:0005739; GO:0005758; GO:0005829; GO:0006172; GO:0006270; GO:0009117; GO:0016208; GO:0036388; GO:0046033; GO:0046034
P07213	reviewed	TOM70_YEAST	Mitochondrial import receptor subunit TOM70 (70 kDa mitochondrial outer membrane protein) (Translocase of outer membrane 70 kDa subunit)	TOM70 MAS70 OMP1 YNL121C N1905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	617	mitochondria-associated endoplasmic reticulum membrane contact site [GO:0044233]; mitochondrial outer membrane [GO:0005741]; mitochondrial outer membrane translocase complex [GO:0005742]; mitochondrion [GO:0005739]; mitochondrion targeting sequence binding [GO:0030943]; protein-transporting ATPase activity [GO:0015450]; protein import into mitochondrial matrix [GO:0030150]; protein insertion into mitochondrial inner membrane [GO:0045039]; protein insertion into mitochondrial outer membrane [GO:0045040]; protein targeting to mitochondrion [GO:0006626]	GO:0005739; GO:0005741; GO:0005742; GO:0006626; GO:0015450; GO:0030150; GO:0030943; GO:0044233; GO:0045039; GO:0045040
P07244	reviewed	PUR2_YEAST	Bifunctional purine biosynthetic protein ADE5,7 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GAR synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIR synthetase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)]	ADE57 ADE5,7 YGL234W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	802	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylamine-glycine ligase activity [GO:0004637]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]; 'de novo' IMP biosynthetic process [GO:0006189]; adenine biosynthetic process [GO:0046084]; purine nucleobase metabolic process [GO:0006144]; purine nucleotide biosynthetic process [GO:0006164]	GO:0004637; GO:0004641; GO:0005524; GO:0005737; GO:0005829; GO:0006144; GO:0006164; GO:0006189; GO:0046084; GO:0046872
P07245	reviewed	C1TC_YEAST	C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]	ADE3 YGR204W G7733	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	946	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; folic acid-containing compound metabolic process [GO:0006760]; L-histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleobase biosynthetic process [GO:0009113]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]	GO:0000105; GO:0004329; GO:0004477; GO:0004488; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006164; GO:0006760; GO:0009086; GO:0009113; GO:0035999
P07246	reviewed	ADH3_YEAST	Alcohol dehydrogenase 3, mitochondrial (EC 1.1.1.1) (Alcohol dehydrogenase III) (ADHIII) (YADH-3)	ADH3 YMR083W YM9582.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375	cytoplasm [GO:0005737]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; alcohol dehydrogenase (NAD+) activity [GO:0004022]; butanol dehydrogenase (NAD+) activity [GO:1990362]; zinc ion binding [GO:0008270]; amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947]; NADH oxidation [GO:0006116]	GO:0000947; GO:0004022; GO:0005737; GO:0005739; GO:0005743; GO:0005759; GO:0006116; GO:0008270; GO:1990362
P07248	reviewed	ADR1_YEAST	Regulatory protein ADR1	ADR1 YDR216W YD8142.16 YD8142B.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1323	chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; molecular adaptor activity [GO:0060090]; nucleic acid binding [GO:0003676]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; sequence-specific DNA binding [GO:0043565]; TFIIB-class transcription factor binding [GO:0001093]; TFIID-class transcription factor complex binding [GO:0001094]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]; cellular response to ethanol [GO:0071361]; chromatin organization [GO:0006325]; peroxisome organization [GO:0007031]; positive regulation of ethanol catabolic process [GO:1900066]; positive regulation of fatty acid beta-oxidation [GO:0032000]; positive regulation of peroxisome organization [GO:1900064]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000785; GO:0000978; GO:0000981; GO:0001093; GO:0001094; GO:0003676; GO:0003713; GO:0005634; GO:0005737; GO:0005829; GO:0006325; GO:0006357; GO:0007031; GO:0008270; GO:0032000; GO:0043565; GO:0045944; GO:0060090; GO:0061629; GO:0071361; GO:1900064; GO:1900066
P07249	reviewed	ARGR1_YEAST	Arginine metabolism regulation protein I (Arginine-requiring protein 80)	ARG80 ARGR1 YMR042W YM9532.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	177	nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; arginine metabolic process [GO:0006525]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of arginine biosynthetic process [GO:1900079]; regulation of arginine catabolic process [GO:1900081]; regulation of arginine metabolic process [GO:0000821]	GO:0000821; GO:0000978; GO:0000981; GO:0000987; GO:0005634; GO:0006525; GO:0045944; GO:0046983; GO:0090575; GO:1900079; GO:1900081
P07250	reviewed	IPMK_YEAST	Inositol polyphosphate multikinase (IPMK) (EC 2.7.1.127) (EC 2.7.1.151) (Arginine metabolism regulation protein III) (GLE1 synthetic lethal protein 3) (Inositol polyphosphate kinase 2)	ARG82 ARGR3 GSL3 IPK2 YDR173C YD9395.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	355	cytoplasm [GO:0005737]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]; 1-phosphatidylinositol-3-kinase activity [GO:0016303]; 1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity [GO:0046934]; ATP binding [GO:0005524]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]; inositol-1,3,4,5-tetrakisphosphate 6-kinase activity [GO:0000825]; inositol-1,3,4,6-tetrakisphosphate 5-kinase activity [GO:0047326]; inositol-1,4,5,6-tetrakisphosphate 3-kinase activity [GO:0000824]; inositol-1,4,5-trisphosphate 3-kinase activity [GO:0008440]; inositol-1,4,5-trisphosphate 6-kinase activity [GO:0000823]; metal ion binding [GO:0046872]; protein-macromolecule adaptor activity [GO:0030674]; arginine metabolic process [GO:0006525]; inositol phosphate biosynthetic process [GO:0032958]; macroautophagy [GO:0016236]; negative regulation of transcription by RNA polymerase II [GO:0000122]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein stabilization [GO:0050821]; regulation of arginine metabolic process [GO:0000821]	GO:0000122; GO:0000821; GO:0000823; GO:0000824; GO:0000825; GO:0000827; GO:0005524; GO:0005634; GO:0005737; GO:0006525; GO:0008440; GO:0016236; GO:0016303; GO:0030674; GO:0032958; GO:0045944; GO:0046854; GO:0046872; GO:0046934; GO:0047326; GO:0050821; GO:0090575
P07251	reviewed	ATPA_YEAST	ATP synthase subunit alpha, mitochondrial	ATP1 YBL099W YBL0827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	545	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase, catalytic core [GO:0045267]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton motive force-driven ATP synthesis [GO:0015986]	GO:0005524; GO:0005739; GO:0005743; GO:0005758; GO:0005829; GO:0015986; GO:0042645; GO:0043531; GO:0045259; GO:0045261; GO:0045267; GO:0046933
