From	To
P53270	4932.YGR117C
P53272	4932.YGR122W
P53275	4932.YGR127W
P53287	4932.YGR151C
P53288	4932.YGR160W
P53293	4932.YGR168C
P53326	4932.YGR266W
P53336	4932.YGR283C
P53339	4932.YGR290W
P53343	4932.YGR294W
P53344	4932.YGR295C
P53427	4932.YLR461W
P53583	4932.YNL249C
P53584	4932.YNL237W
P53736	4932.YNR040W
P53745	4932.YNR059W
P53747	4932.YNR061C
P53748	4932.YNR062C
P53749	4932.YNR063W
P53750	4932.YNR064C
P53751	4932.YNR065C
P53752	4932.YNR066C
P53757	4932.YNR071C
P53822	4932.YNL336W
P53841	4932.YNL269W
P53908	4932.YNL143C
P53912	4932.YNL134C
P53925	4932.YNL115C
P53929	4932.YNL108C
P53932	4932.YNL095C
P53947	4932.YNL058C
P53956	4932.YNL046W
P53962	4932.YNL035C
P53964	4932.YNL033W
P53975	4932.YNL019C
P53976	4932.YNL018C
P54072	4932.YLR152C
P54858	4932.YDR068W
P85052	4932.YER014C-A
P87267	4932.YDR417C
P87286	4932.YDR360W
Q01684	4932.YER115C
Q02202	4932.YKR004C
Q02203	4932.YKR005C
Q02209	4932.YKR011C
Q02754	4932.YPL067C
Q02771	4932.YER058W
Q02781	4932.YPL062W
Q02786	4932.YPL056C
Q02799	4932.YPL054W
Q02820	4932.YJL205C
Q02872	4932.YPL108W
Q02873	4932.YPL107W
Q02895	4932.YPL088W
Q03036	4932.YDR540C
Q03049	4932.YDR541C
Q03050	4932.YDR542W
Q03102	4932.YML131W
Q03104	4932.YML128C
Q03177	4932.YMR102C
Q03193	4932.YDR090C
Q03210	4932.YML118W
Q03219	4932.YMR178W
Q03233	4932.YMR184W
Q03263	4932.YMR279C
Q03361	4932.YDR475C
Q03362	4932.YDR476C
Q03508	4932.YMR265C
Q03559	4932.YMR295C
Q03629	4932.YML079W
Q03648	4932.YMR209C
Q03653	4932.YMR212C
Q03730	4932.YML018C
Q03780	4932.YDR239C
Q03783	4932.YDR241W
Q03795	4932.YMR155W
Q03823	4932.YMR160W
Q03900	4932.YDR132C
Q03913	4932.YDR136C
Q03983	4932.YDR179W-A
Q04018	4932.YMR244W
Q04033	4932.YDR415C
Q04093	4932.YDR444W
Q04100	4932.YDR445C
Q04162	4932.YDR387C
Q04170	4932.YDR391C
Q04231	4932.YML011C
Q04304	4932.YMR090W
Q04336	4932.YMR196W
Q04398	4932.YDR504C
Q04406	4932.YDR512C
Q04408	4932.YDR514C
Q04413	4932.YDR525W
Q04438	4932.YMR107W
Q04489	4932.YML096W
Q04608	4932.YDR124W
Q04748	4932.YMR066W
Q04773	4932.YMR074C
Q04835	4932.YMR253C
Q04867	4932.YMR310C
Q04869	4932.YMR315W
Q04925	4932.YDR222W
Q04978	4932.YML053C
Q04991	4932.YMR221C
Q05497	4932.YDR338C
Q05611	4932.YDR275W
Q05637	4932.YDR281C
Q05812	4932.YLR219W
Q05854	4932.YLR278C
Q05867	4932.YLR283W
Q05881	4932.YLR287C
Q05899	4932.YLR297W
Q05937	4932.YLR375W
Q06070	4932.YLR407W
Q06089	4932.YPR098C
Q06107	4932.YPR114W
Q06139	4932.YLR346C
Q06146	4932.YLR257W
Q06152	4932.YLR271W
Q06170	4932.YLR326W
Q06199	4932.YLR456W
Q06235	4932.YLR162W
Q06247	4932.YLR173W
Q06251	4932.YLR177W
Q06252	4932.YLR179C
Q06524	4932.YPR151C
Q06537	4932.YPR153W
Q06595	4932.YPR196W
Q06608	4932.YPR172W
Q06674	4932.YDR317W
Q07379	4932.YDL057W
Q07454	4932.YDL073W
Q07505	4932.YDL086W
Q07521	4932.YDL096C
Q07530	4932.YDL114W
Q07555	4932.YDL129W
Q07589	4932.YDL144C
Q07629	4932.YDL218W
Q07716	4932.YDL237W
Q07747	4932.YDL243C
Q07829	4932.YLL030C
Q07834	4932.YLL032C
Q07887	4932.YLL049W
Q07895	4932.YLR001C
Q07928	4932.YLR013W
Q07992	4932.YLR062C
Q08023	4932.YLR077W
Q08054	4932.YOL007C
Q08206	4932.YOL036W
Q08213	4932.YOL042W
Q08238	4932.YOL079W
Q08272	4932.YOL134C
Q08300	4932.YOL159C
Q08322	4932.YOL161C
Q08361	4932.YOL165C
Q08474	4932.YOR068C
Q08498	4932.YOR082C
Q08522	4932.YOR135C
Q08559	4932.YOR183W
Q08630	4932.YOR235W
Q08634	4932.YOR238W
Q08687	4932.YOR252W
Q08692	4932.YOR255W
Q08743	4932.YOR292C
Q08748	4932.YOR296W
Q08774	4932.YOR305W
Q08786	4932.YOR331C
Q08844	4932.YOR365C
Q08900	4932.YOR376W
Q08910	4932.YOR387C
Q08912	4932.YOR389W
Q08922	4932.YPL182C
Q08964	4932.YPL216W
Q08969	4932.YPL223C
Q08974	4932.YPL257W
Q08979	4932.YPL263C
Q08980	4932.YPL264C
Q08984	4932.YPL272C
Q08989	4932.YPL277C
Q08993	4932.YPR202W
Q12012	4932.YOR289W
Q12032	4932.YOR215C
Q12042	4932.YPL162C
Q12044	4932.YOR220W
Q12064	4932.YDL151C
Q12079	4932.YPR027C
Q12082	4932.YDL157C
Q12116	4932.YDR105C
Q12121	4932.YDL211C
Q12129	4932.YLR363C
Q12134	4932.YOR284W
Q12140	4932.YDL037C
Q12160	4932.YPR063C
Q12177	4932.YLL056C
Q12179	4932.YPL245W
Q12182	4932.YOR342C
Q12212	4932.YOR137C
Q12244	4932.YLL054C
Q12253	4932.YLR046C
Q12254	4932.YPL163C
Q12257	4932.YDL177C
Q12259	4932.YLR108C
Q12298	4932.YDR061W
Q12301	4932.YDL180W
Q12322	4932.YOL114C
Q12331	4932.YDR262W
Q12346	4932.YPR071W
Q12370	4932.YLL025W
Q12418	4932.YLR094C
Q12459	4932.YDL039C
Q12479	4932.YOR013W
Q12486	4932.YOR131C
Q12497	4932.YDR070C
Q12498	4932.YPL156C
Q12523	4932.YPL247C
Q12529	4932.YPL165C
Q2V2P2	4932.YKL065W-A
Q2V2P5	4932.YIL102C-A
Q2V2Q2	4932.YCL048W-A
Q3E6R4	4932.YDR524C-B
Q3E747	4932.YLR363W-A
Q3E756	4932.YBL029C-A
Q3E769	4932.YOL159C-A
Q3E784	4932.YER180C-A
Q3E7A3	4932.YJL133C-A
Q3E7A8	4932.YNL162W-A
Q3E7A9	4932.YMR194C-B
Q3E7B0	4932.YER053C-A
Q3E7B7	4932.YDL085C-A
Q3E7Y4	4932.YBL112C
Q3E7Y5	4932.YBL111C
Q3E808	4932.YNL130C-A
Q3E811	4932.YLR162W-A
Q3E823	4932.YPL189C-A
Q3E841	4932.YNR034W-A
Q3E842	4932.YMR122W-A
Q6B0X2	4932.YMR158W-B
Q6B2U8	4932.YAL064C-A
Q7M4S9	4932.YBL113C
Q8TGK5	4932.YBL113W-A
Q8TGM7	4932.YLR154W-A
Q8TGU5	4932.YBR296C-A
Q8TGU7	4932.YBR126W-A
Q96VH4	4932.YCL026C-B
Q99248	4932.YOR019W
Q99326	4932.YOR338W
Q99341	4932.YDR024W
Q9ZZX0	4932.Q0075
A0A023PXB9	4932.YDR199W
A0A023PXD9	4932.YFL015W-A
A0A023PXG7	4932.YLR230W
A0A023PXH5	4932.YBR126W-B
A0A023PXI4	4932.YDR203W
A0A023PXI5	4932.YPR197C
A0A023PXL7	4932.YHR056W-A
A0A023PXP4	4932.YLR235C
A0A023PXP7	4932.YML034C-A
A0A023PXQ4	4932.YMR173W-A
A0A023PXQ9	4932.YMR316C-B
A0A023PYC6	4932.YAL016C-A
A0A023PYD0	4932.YAL059C-A
A0A023PYD7	4932.YDR187C
A0A023PYG5	4932.YHL046W-A
A0A023PYJ0	4932.YML009C-A
A0A023PYJ7	4932.YMR304C-A
A0A023PYK2	4932.YPR170C
A0A023PZ99	4932.YDR008C
A0A023PZE8	4932.YDR157W
A0A023PZF3	4932.YIL071W-A
A0A023PZF5	4932.YER046W-A
A0A023PZG4	4932.YLR236C
A0A023PZI4	4932.YHR069C-A
A0A023PZM3	4932.YPR050C
A0A0B7P221	4932.YCL054W-A
I2HB52	4932.YBR056W-A
O13513	4932.YAL056C-A
O13517	4932.YPL102C
O13519	4932.YPL136W
O13522	4932.YDR396W
O13530	4932.YLR198C
O13534	4932.YHR214W-A
O13536	4932.YHR139C-A
O13537	4932.YHR145C
O13541	4932.YLR280C
O13542	4932.YLR282C
O13544	4932.YLR302C
O13546	4932.YLR232W
O13555	4932.YLR331C
O13556	4932.YLR462W
O13557	4932.YLR463C
O13558	4932.YLR465C
O13560	4932.YLR444C
O13565	4932.YLR358C
O13566	4932.YPR123C
O13567	4932.YPR126C
O13569	4932.YPR136C
O13570	4932.YPR142C
O13571	4932.YPR146C
O13573	4932.YLR252W
O13579	4932.YLR379W
O13588	4932.YAL069W
O42831	4932.YAR075W
O94085	4932.YLR339C
P03881	4932.Q0255
P0C0V2	4932.YER188C-A
P0C1V3	4932.YAL016C-B
P0C1Z1	4932.YDR524W-C
P0C268	4932.YBL039W-B
P0C269	4932.YBL100W-C
P0C289	4932.YDR034C-A
P0C5E0	4932.YDR193W
P0C5K9	4932.YBL039C-A
P0C5L0	4932.YBR056C-B
P0C5L1	4932.YBL068W-A
P0C5L3	4932.YBR103C-A
P0C5L4	4932.YBR121C-A
P0C5L5	4932.YBR191W-A
P0C5L6	4932.YDL022C-A
P0C5L7	4932.YDR118W-A
P0C5L8	4932.YDL240C-A
P0C5L9	4932.YDL247W-A
P0C5M0	4932.YDR320W-B
P0C5M1	4932.YDR371C-A
P0C5M2	4932.YDR406W-A
P0C5M5	4932.YDL114W-A
P0C5M8	4932.YER090C-A
P0C5N0	4932.YFR010W-A
P0C5N1	4932.YGL014C-A
P0C5N2	4932.YGR122C-A
P0C5N4	4932.YHR073C-B
P0C5N5	4932.YHR180C-B
P0C5N6	4932.YHR032W-A
P0C5N7	4932.YHR073W-A
P0C5N8	4932.YHR180W-A
P0C5P0	4932.YJL197C-A
P0C5P1	4932.YJL127W-A
P0C5P2	4932.YKL100W-A
P0C5P3	4932.YKL145W-A
P0C5P4	4932.YKL162C-A
P0C5P5	4932.YKL165C-A
P0C5P6	4932.YLR163W-A
P0C5P8	4932.YLR149C-A
P0C5P9	4932.YLR154W-B
P0C5Q0	4932.YLR154W-F
P0C5Q1	4932.YLR364C-A
P0C5Q2	4932.YMR013W-A
P0C5Q3	4932.YMR013C-A
P0C5Q5	4932.YMR307C-A
P0C5Q6	4932.YMR194C-A
P0C5Q7	4932.YNR001W-A
P0C5Q8	4932.YNL067W-A
P0C5Q9	4932.YOR008W-B
P0C5R0	4932.YOR314W-A
P0C5R1	4932.YOR329W-A
P0C5R3	4932.YOR073W-A
P0C5R4	4932.YOL083C-A
P0C5R6	4932.YPR074W-A
P0C5R8	4932.YPR170W-A
P0C5S1	4932.YPR160W-A
P0CE96	4932.YLR156W
P0CF00	4932.YLR157W-E
P0CF16	4932.YML003W
P0CF17	4932.YML002W
P0CI66	4932.YHR213W
P0CL23	4932.YJL222W-B
P0CL25	4932.YJL222W-A
P0CL32	4932.YHR052W-A
P0CX16	4932.YEL076C-A
P0CX88	4932.YAR060C
P0CX90	4932.YHR212W-A
P0CX92	4932.YAR069C
P0CX95	4932.YER190C-B
P0CY04	4932.YLR154C-H
P25347	4932.YCR001W
P25352	4932.YCR025C
P25561	4932.YER138W-A
P25563	4932.YCL023C
P25572	4932.YCL042W
P25575	4932.YCL046W
P25577	4932.YCL049C
P25593	4932.YCL068C
P25602	4932.YCL076W
P25603	4932.YCL007C
P25606	4932.YCR100C
P25614	4932.YCR013C
P25620	4932.YCR022C
P25650	4932.YCR085W
P25652	4932.YCR087W
P25657	4932.YCR099C
P32475	4932.YGR176W
P32630	4932.YEL035C
P32772	4932.YDL169C
P34215	4932.YBR144C
P34238	4932.YKL177W
P34249	4932.YKL102C
P35725	4932.YKL063C
P35733	4932.YKL053W
P36030	4932.YKL225W
P36031	4932.YKL223W
P36058	4932.YKL153W
P36072	4932.YKL118W
P36074	4932.YKL111C
P36079	4932.YKL083W
P36087	4932.YKL070W
P36089	4932.YKL066W
P36092	4932.YKL044W
P36098	4932.YKL031W
P36111	4932.YKR015C
P36133	4932.YKR040C
P36153	4932.YKR073C
P37264	4932.YCL065W
P38161	4932.YBL108W
P38173	4932.YBL094C
P38178	4932.YBL083C
P38180	4932.YBL081W
P38183	4932.YBL077W
P38185	4932.YBL071C
P38186	4932.YBL070C
P38188	4932.YBL065W
P38194	4932.YBL044W
P38201	4932.YBL029W
P38209	4932.YBL012C
P38214	4932.YBR012C
P38215	4932.YBR013C
P38223	4932.YBR032W
P38233	4932.YBR051W
P38235	4932.YBR053C
P38258	4932.YBR099C
P38275	4932.YBR134W
P38299	4932.YBR184W
P38311	4932.YBR209W
P38317	4932.YBR219C
P38321	4932.YBR225W
P38327	4932.YBR232C
P38338	4932.YBR259W
P38357	4932.YBR292C
P38362	4932.YBR300C
P38722	4932.YHL049C
P38729	4932.YHL042W
P38730	4932.YHL041W
P38752	4932.YHL005C
P38775	4932.YHR045W
P38780	4932.YHR054C
P38799	4932.YHR078W
P38808	4932.YHR095W
P38864	4932.YHR173C
P38868	4932.YHR180W
P38898	4932.YHR217C
P38900	4932.YHR219W
P39534	4932.YJL199C
P39545	4932.YAR020C
P39559	4932.YAR053W
P39563	4932.YAR064W
P39564	4932.YAR068W
P39566	4932.YAR070C
P39703	4932.YAL004W
P39710	4932.YAL066W
P39971	4932.YEL076C
P39972	4932.YEL075C
P39973	4932.YEL074W
P39974	4932.YEL073C
P39977	4932.YEL068C
P39978	4932.YEL067C
P39992	4932.YEL023C
P39999	4932.YEL014C
P40001	4932.YEL008W
P40058	4932.YER085C
P40082	4932.YER135C
P40083	4932.YER137C
P40101	4932.YER186C
P40102	4932.YER187W
P40103	4932.YER188W
P40104	4932.YER189W
P40163	4932.YNL203C
P40166	4932.YNL198C
P40448	4932.YIL163C
P40455	4932.YIL152W
P40488	4932.YIL102C
P40519	4932.YIL060W
P40523	4932.YIL055C
P40536	4932.YIL032C
P40538	4932.YIL029C
P40539	4932.YIL028W
P40542	4932.YIL025C
P40572	4932.YIR016W
P40575	4932.YIR020C
P40584	4932.YIR040C
P40586	4932.YIR042C
P40896	4932.YJL213W
P40898	4932.YJL211C
P43539	4932.YFL065C
P43540	4932.YFL064C
P43541	4932.YFL063W
P43580	4932.YFL012W
P43599	4932.YFR018C
P43608	4932.YFR035C
P43622	4932.YFR054C
P43625	4932.YFR057W
P46945	4932.YGL176C
P46987	4932.YJL181W
P47012	4932.YJL135W
P47021	4932.YJL119C
P47022	4932.YJL118W
P47038	4932.YJL064W
P47053	4932.YJL043W
P47062	4932.YJL028W
P47063	4932.YJL027C
P47066	4932.YJL022W
P47073	4932.YJL015C
P47078	4932.YJL009W
P47080	4932.YJL007C
P47086	4932.YJR011C
P47091	4932.YJR018W
P47094	4932.YJR023C
P47105	4932.YJR037W
P47106	4932.YJR038C
P47107	4932.YJR039W
P47126	4932.YJR079W
P47132	4932.YJR087W
P47151	4932.YJR114W
P47152	4932.YJR115W
P47188	4932.YJR162C
P48238	4932.YGR153W
P48568	4932.YDL186W
P50089	4932.YGR237C
P53054	4932.YGL262W
P53056	4932.YGL260W
P53071	4932.YGL235W
P53084	4932.YGL218W
P53085	4932.YGL217C
P53092	4932.YGL199C
P53097	4932.YGL193C
P53098	4932.YGL188C
P53103	4932.YGL182C
P53105	4932.YGL177W
P53106	4932.YGL165C
P53110	4932.YGL159W
P53113	4932.YGL152C
P53122	4932.YGL138C
P53133	4932.YGL117W
P53143	4932.YGL102C
P53156	4932.YGL081W
P53161	4932.YGL072C
P53175	4932.YGL052W
P53182	4932.YGL041C
P53186	4932.YGL034C
P53190	4932.YGL024W
P53222	4932.YGR035C
P53225	4932.YGR039W
P53229	4932.YGR045C
P53231	4932.YGR050C
P53234	4932.YGR053C
P53240	4932.YGR064W
P53245	4932.YGR069W
P53249	4932.YGR079W
P53274	4932.YGR126W
P53291	4932.YGR164W
P53300	4932.YGR182C
P53302	4932.YGR190C
P53308	4932.YGR228W
P53310	4932.YGR242W
P53321	4932.YGR259C
P53329	4932.YGR273C
P53340	4932.YGR291C
P53719	4932.YNR014W
P53726	4932.YNR025C
P53754	4932.YNR068C
P53758	4932.YNR077C
P53821	4932.YNL337W
P53825	4932.YNL324W
P53826	4932.YNL319W
P53828	4932.YNL296W
P53842	4932.YNL266W
P53870	4932.YNL193W
P53876	4932.YNL184C
P53880	4932.YNL179C
P53887	4932.YNL171C
P53888	4932.YNL170W
P53902	4932.YNL150W
P53906	4932.YNL146W
P53907	4932.YNL144C
P53910	4932.YNL140C
P53926	4932.YNL114C
P53936	4932.YNL089C
P53952	4932.YNL050C
P53957	4932.YNL043C
P53963	4932.YNL034W
P53967	4932.YNL028W
P53979	4932.YNL013C
P53980	4932.YNL011C
P54007	4932.YLR460C
P87012	4932.YCL001W-A
P87263	4932.YER066C-A
P87266	4932.YDR413C
P87269	4932.YDR433W
P87271	4932.YDR455C
P87272	4932.YDR509W
P87273	4932.YDR521W
P87280	4932.YDR290W
P87283	4932.YDR274C
P87285	4932.YDR355C
P87287	4932.YDR366C
P89495	4932.YBL109W
P89888	4932.YEL075W-A
Q02217	4932.YEL034C-A
Q02590	4932.YER091C-A
Q02598	4932.YIL014C-A
Q02659	4932.YPL025C
Q02749	4932.YPL068C
Q02831	4932.YPL077C
Q03051	4932.YDR543C
Q03057	4932.YDR544C
Q03083	4932.YPL034W
Q03205	4932.YDR042C
Q03207	4932.YML122C
Q03208	4932.YML119W
Q03231	4932.YMR181C
Q03236	4932.YMR187C
Q03675	4932.YMR007W
Q03695	4932.YMR206W
Q03722	4932.YML020W
Q03759	4932.YML108W
Q03787	4932.YDR249C
Q03788	4932.YDR250C
Q03864	4932.YDR102C
Q03904	4932.YDR133C
Q04019	4932.YMR245W
Q04069	4932.YDR431W
Q04223	4932.YMR130W
Q04276	4932.YMR082C
Q04434	4932.YDR535C
Q04436	4932.YMR103C
Q04501	4932.YML090W
Q04502	4932.YML089C
Q04521	4932.YML084W
Q04526	4932.YML083C
Q04597	4932.YDR114C
Q04674	4932.YMR057C
Q04838	4932.YMR254C
Q04893	4932.YMR317W
Q04897	4932.YMR320W
Q04898	4932.YMR321C
Q04909	4932.YMR324C
Q04923	4932.YDR220C
Q05451	4932.YHR050W-A
Q05510	4932.YDR344C
Q05530	4932.YDR286C
Q05612	4932.YDR278C
Q05898	4932.YLR296W
Q06051	4932.YLR400W
Q06057	4932.YLR402W
Q06127	4932.YLR334C
Q06150	4932.YLR267W
Q06267	4932.YLR184W
Q06594	4932.YPR195C
Q06813	4932.YPR078C
Q06821	4932.YPR084W
Q07438	4932.YDL071C
Q07658	4932.YDL228C
Q07738	4932.YDL241W
Q07746	4932.YDL242W
Q07865	4932.YLL037W
Q07880	4932.YLL044W
Q07927	4932.YLR012C
Q07967	4932.YLR030W
Q07978	4932.YLR031W
Q08018	4932.YLR076C
Q08027	4932.YLR101C
Q08110	4932.YOL014W
Q08118	4932.YOL015W
Q08172	4932.YOL024W
Q08187	4932.YOL029C
Q08259	4932.YOL118C
Q08270	4932.YOL131W
Q08321	4932.YOL160W
Q08373	4932.YOL166C
Q08411	4932.YOR041C
Q08419	4932.YOR050C
Q08428	4932.YOR053W
Q08439	4932.YOR055W
Q08486	4932.YOR072W
Q08504	4932.YOR105W
Q08540	4932.YOR169C
Q08560	4932.YOR186W
Q08620	4932.YOR200W
Q08621	4932.YOR203W
Q08681	4932.YOR248W
Q08734	4932.YOR268C
Q08741	4932.YOR282W
Q08756	4932.YOR300W
Q08789	4932.YOR333C
Q08811	4932.YOR345C
Q08842	4932.YOR364W
Q08903	4932.YOR379C
Q08909	4932.YOR385W
Q08915	4932.YOR392W
Q08916	4932.YPL142C
Q08953	4932.YPL197C
Q08976	4932.YPL261C
Q08994	4932.YPR203W
Q12023	4932.YDL011C
Q12070	4932.YOR024W
Q12110	4932.YLR049C
Q12130	4932.YLR112W
Q12135	4932.YDL172C
Q12138	4932.YLR125W
Q12147	4932.YDL026W
Q12148	4932.YDL163W
Q12169	4932.YOR015W
Q12174	4932.YLR123C
Q12187	4932.YDL196W
Q12195	4932.YDR015C
Q12210	4932.YDL009C
Q12240	4932.YDR215C
Q12243	4932.YOR029W
Q12249	4932.YOR218C
Q12274	4932.YOR097C
Q12281	4932.YDL032W
Q12307	4932.YDL162C
Q12327	4932.YLR124W
Q12336	4932.YLL059C
Q12351	4932.YOR012W
Q12444	4932.YOR309C
Q12448	4932.YDL034W
Q12484	4932.YOR343C
Q12492	4932.YPR064W
Q12496	4932.YOL098C
Q12506	4932.YOR314W
Q12528	4932.YLR111W
Q12531	4932.YPR015C
Q12744	4932.YML094C-A
Q2V2P1	4932.YLR146W-A
Q2V2Q0	4932.YDL007C-A
Q2V2Q3	4932.YBR201C-A
Q35811	4932.Q0092
Q3E732	4932.YLR264C-A
Q3E735	4932.YOR034C-A
Q3E737	4932.YJL047C-A
Q3E739	4932.YIR021W-A
Q3E740	4932.YGL258W-A
Q3E741	4932.YAL037C-A
Q3E743	4932.YJR112W-A
Q3E744	4932.YGR161W-C
Q3E746	4932.YHR086W-A
Q3E750	4932.YGL041C-B
Q3E751	4932.YPL119C-A
Q3E755	4932.YBR200W-A
Q3E758	4932.YHL048C-A
Q3E762	4932.YBR230W-A
Q3E763	4932.YDR246W-A
Q3E765	4932.YKL183C-A
Q3E767	4932.YNL067W-B
Q3E771	4932.YLR285C-A
Q3E774	4932.YDL159W-A
Q3E776	4932.YBR255C-A
Q3E778	4932.YBR196C-B
Q3E781	4932.YBR221W-A
Q3E782	4932.YMR247W-A
Q3E787	4932.YCR095W-A
Q3E789	4932.YDR169C-A
Q3E794	4932.YBR072C-A
Q3E796	4932.YDR182W-A
Q3E7A0	4932.YKL106C-A
Q3E7A2	4932.YER078W-A
Q3E7A5	4932.YOL164W-A
Q3E7A6	4932.YML007C-A
Q3E7B3	4932.YPR108W-A
Q3E7B5	4932.YMR230W-A
Q3E7Y7	4932.YOR293C-A
Q3E7Y8	4932.YOL155W-A
Q3E7Y9	4932.YOL097W-A
Q3E7Z0	4932.YNL277W-A
Q3E7Z2	4932.YNL042W-B
Q3E7Z3	4932.YIR018C-A
Q3E7Z4	4932.YIL046W-A
Q3E7Z5	4932.YIL002W-A
Q3E7Z6	4932.YHL015W-A
Q3E7Z7	4932.YDR003W-A
Q3E7Z8	4932.YCR024C-B
Q3E7Z9	4932.YOL038C-A
Q3E801	4932.YJL136W-A
Q3E802	4932.YGL006W-A
Q3E804	4932.YOR381W-A
Q3E805	4932.YOR376W-A
Q3E807	4932.YOR011W-A
Q3E809	4932.YML054C-A
Q3E810	4932.YLR342W-A
Q3E813	4932.YLR154C-G
Q3E814	4932.YLL006W-A
Q3E815	4932.YHR175W-A
Q3E816	4932.YGR121W-A
Q3E818	4932.YDR194W-A
Q3E819	4932.YCR108C
Q3E820	4932.YBR196C-A
Q3E821	4932.YBL008W-A
Q3E825	4932.YLR307C-A
Q3E826	4932.YKL068W-A
Q3E832	4932.YOR072W-B
Q3E837	4932.YJL052C-A
Q3E838	4932.YFR012W-A
Q3E843	4932.YMR158C-A
Q45U18	4932.YIL134C-A
Q6B0R7	4932.YMR326C
Q6B0W2	4932.YPR014C
Q6B0Y1	4932.YML009W-B
Q6B0Y6	4932.YMR052C-A
Q6B0Y7	4932.YMR075C-A
Q6B0Y8	4932.YML012C-A
Q6B0Z2	4932.YML101C-A
Q6B113	4932.YBL107W-A
Q6Q572	4932.YMR031W-A
Q7LIF1	4932.YLR366W
Q7LIF2	4932.YLR365W
Q8J0M4	4932.YCL012C
Q8TGJ0	4932.YOR394C-A
Q8TGJ1	4932.YOL166W-A
Q8TGJ2	4932.YNR075C-A
Q8TGJ4	4932.YLR466C-B
Q8TGJ7	4932.YLL066W-B
Q8TGK0	4932.YHR214C-E
Q8TGK1	4932.YHR213W-B
Q8TGK4	4932.YBR298C-A
Q8TGK7	4932.YAL068W-A
Q8TGK9	4932.YPL135C-A
Q8TGL0	4932.YPL222C-A
Q8TGL1	4932.YOR335W-A
Q8TGL2	4932.YOR231C-A
Q8TGL3	4932.YOR186C-A
Q8TGL5	4932.YOR161W-A
Q8TGL7	4932.YNR003W-A
Q8TGL8	4932.YNL097W-A
Q8TGL9	4932.YNL144W-A
Q8TGM0	4932.YMR272W-A
Q8TGM1	4932.YLR399W-A
Q8TGM2	4932.YLR347W-A
Q8TGM3	4932.YLR299C-A
Q8TGM4	4932.YLR286W-A
Q8TGM5	4932.YLR154W-E
Q8TGM8	4932.YLL019W-A
Q8TGN0	4932.YKL156C-A
Q8TGN1	4932.YJR140W-A
Q8TGN3	4932.YJL077W-A
Q8TGN5	4932.YIL105W-A
Q8TGN8	4932.YGR068W-A
Q8TGP0	4932.YGL063C-A
Q8TGP3	4932.YEL008C-A
Q8TGP4	4932.YEL032C-A
Q8TGP5	4932.YDR464C-A
Q8TGP6	4932.YDR354C-A
Q8TGP7	4932.YDL025W-A
Q8TGP9	4932.YDL159C-B
Q8TGQ1	4932.YCR047W-A
Q8TGQ3	4932.YBR223W-A
Q8TGQ4	4932.YBR141W-A
Q8TGQ5	4932.YBR131C-A
Q8TGQ6	4932.YBL006W-A
Q8TGQ7	4932.YPR159C-A
Q8TGQ9	4932.YNL103W-A
Q8TGR1	4932.YLR120W-A
Q8TGR4	4932.YER088W-B
Q8TGR6	4932.YDR524C-A
Q8TGR7	4932.YDR510C-A
Q8TGR9	4932.YPL152W-A
Q8TGS0	4932.YOR161C-C
Q8TGS2	4932.YOL019W-A
Q8TGS4	4932.YMR315W-A
Q8TGS5	4932.YMR272W-B
Q8TGS6	4932.YMR242W-A
Q8TGS7	4932.YMR182W-A
Q8TGT0	4932.YML100W-A
Q8TGT1	4932.YLR406C-A
Q8TGT2	4932.YKL096C-B
Q8TGT3	4932.YJL077W-B
Q8TGT4	4932.YHR213W-A
Q8TGT5	4932.YHR032C-A
Q8TGT6	4932.YHR022C-A
Q8TGT7	4932.YGR204C-A
Q8TGT8	4932.YGR174W-A
Q8TGT9	4932.YGR146C-A
Q8TGU0	4932.YGL007C-A
Q8TGU1	4932.YGL188C-A
Q8TGU2	4932.YFR032C-B
Q8TGU3	4932.YFL031C-A
Q8TGU4	4932.YER175W-A
Q8TGU6	4932.YBR182C-A
Q8TGU8	4932.YBL071C-B
Q8TGV0	4932.YAR035C-A
Q96VG5	4932.YCR102W-A
Q96VG6	4932.YCR097W-A
Q96VG8	4932.YCR038W-A
Q96VH1	4932.YCR018C-A
Q96VH2	4932.YCL001W-B
Q96VH3	4932.YCL021W-A
Q99296	4932.YLR149C
Q99318	4932.YOR318C
Q99339	4932.YLL065W
Q99401	4932.YPL238C
Q9ZZV8	4932.Q0297
Q9ZZW1	4932.Q0182
Q9ZZW3	4932.Q0143
Q9ZZW4	4932.Q0142
Q9ZZX7	4932.Q0032
Q9ZZX8	4932.Q0017
Q9ZZX9	4932.Q0010
