From	Entry	Entry Name	Organism	Gene Ontology (GO)	Gene Ontology IDs
4932.YER166W	P32660	ATC5_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cell periphery [GO:0071944]; cell septum [GO:0030428]; cellular bud neck [GO:0005935]; endoplasmic reticulum [GO:0005783]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; mating projection tip membrane [GO:0070867]; mitochondrion [GO:0005739]; phospholipid-translocating ATPase complex [GO:1990531]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; glycosylceramide flippase activity [GO:0140351]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; phosphatidylcholine flippase activity [GO:0140345]; phosphatidylcholine floppase activity [GO:0090554]; phosphatidylethanolamine flippase activity [GO:0090555]; phosphatidylserine flippase activity [GO:0140346]; phosphatidylserine floppase activity [GO:0090556]; ceramide translocation [GO:0099040]; endocytosis [GO:0006897]; establishment or maintenance of cell polarity [GO:0007163]; intracellular protein transport [GO:0006886]; phospholipid translocation [GO:0045332]	GO:0000287; GO:0005524; GO:0005739; GO:0005783; GO:0005794; GO:0005886; GO:0005935; GO:0006886; GO:0006897; GO:0007163; GO:0010008; GO:0016887; GO:0030428; GO:0042802; GO:0045332; GO:0070867; GO:0071944; GO:0090554; GO:0090555; GO:0090556; GO:0099040; GO:0140326; GO:0140345; GO:0140346; GO:0140351; GO:1990531
4932.YNL102W	P13382	DPOLA_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	alpha DNA polymerase:primase complex [GO:0005658]; mitochondrion [GO:0005739]; replication fork [GO:0005657]; 4 iron, 4 sulfur cluster binding [GO:0051539]; chromatin binding [GO:0003682]; DNA replication origin binding [GO:0003688]; DNA-directed DNA polymerase activity [GO:0003887]; H3-H4 histone complex chaperone activity [GO:0000510]; nucleotide binding [GO:0000166]; single-stranded DNA binding [GO:0003697]; zinc ion binding [GO:0008270]; DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]; lagging strand elongation [GO:0006273]; leading strand elongation [GO:0006272]; mitotic DNA replication initiation [GO:1902975]; premeiotic DNA replication [GO:0006279]; RNA-templated DNA biosynthetic process [GO:0006278]	GO:0000166; GO:0000510; GO:0000731; GO:0003682; GO:0003688; GO:0003697; GO:0003887; GO:0005657; GO:0005658; GO:0005739; GO:0006260; GO:0006270; GO:0006272; GO:0006273; GO:0006278; GO:0006279; GO:0006302; GO:0008270; GO:0051539; GO:1902975
4932.YBL039C	P28274	URA7_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoophidium [GO:0097268]; cytoplasm [GO:0005737]; fungal-type vacuole [GO:0000324]; ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; identical protein binding [GO:0042802]; 'de novo' CTP biosynthetic process [GO:0044210]; CTP biosynthetic process [GO:0006241]; phospholipid biosynthetic process [GO:0008654]; pyrimidine nucleobase biosynthetic process [GO:0019856]	GO:0000324; GO:0003883; GO:0005524; GO:0005737; GO:0006241; GO:0008654; GO:0019856; GO:0042802; GO:0044210; GO:0097268
4932.YPR019W	P30665	MCM4_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CMG complex [GO:0071162]; cytoplasm [GO:0005737]; DNA replication preinitiation complex [GO:0031261]; MCM complex [GO:0042555]; MCM core complex [GO:0097373]; nuclear pre-replicative complex [GO:0005656]; nuclear replication fork [GO:0043596]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA replication origin binding [GO:0003688]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; helicase activity [GO:0004386]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; single-stranded DNA binding [GO:0003697]; DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; DNA strand elongation involved in DNA replication [GO:0006271]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication initiation [GO:1902975]; nuclear DNA replication [GO:0033260]; pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]; premeiotic DNA replication [GO:0006279]	GO:0000727; GO:0003688; GO:0003697; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005656; GO:0005737; GO:0006260; GO:0006267; GO:0006270; GO:0006271; GO:0006279; GO:0009378; GO:0016887; GO:0031261; GO:0031298; GO:0033260; GO:0036121; GO:0042555; GO:0043596; GO:0061749; GO:0071162; GO:0097373; GO:1902975; GO:1990518
4932.YLR274W	P29496	MCM5_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	chromosome, telomeric region [GO:0000781]; CMG complex [GO:0071162]; cytoplasm [GO:0005737]; DNA replication preinitiation complex [GO:0031261]; MCM complex [GO:0042555]; nuclear pre-replicative complex [GO:0005656]; nuclear replication fork [GO:0043596]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; DNA replication origin binding [GO:0003688]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; DNA replication initiation [GO:0006270]; double-strand break repair via break-induced replication [GO:0000727]; heterochromatin formation [GO:0031507]; nuclear DNA replication [GO:0033260]; pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]; premeiotic DNA replication [GO:0006279]; regulation of DNA-templated DNA replication initiation [GO:0030174]; subtelomeric heterochromatin formation [GO:0031509]; transcription elongation by RNA polymerase II [GO:0006368]	GO:0000727; GO:0000781; GO:0003682; GO:0003688; GO:0005524; GO:0005634; GO:0005654; GO:0005656; GO:0005737; GO:0006267; GO:0006270; GO:0006279; GO:0006368; GO:0009378; GO:0016887; GO:0030174; GO:0031261; GO:0031298; GO:0031507; GO:0031509; GO:0033260; GO:0036121; GO:0042555; GO:0043596; GO:0061749; GO:0071162; GO:1990518
4932.YML035C	P15274	AMPD_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; AMP deaminase activity [GO:0003876]; metal ion binding [GO:0046872]; AMP metabolic process [GO:0046033]; guanine salvage [GO:0006178]; IMP biosynthetic process [GO:0006188]; IMP salvage [GO:0032264]; purine nucleotide metabolic process [GO:0006163]	GO:0003876; GO:0005737; GO:0005829; GO:0006163; GO:0006178; GO:0006188; GO:0032264; GO:0046033; GO:0046872
4932.YMR089C	P40341	YTA12_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; m-AAA complex [GO:0005745]; mitochondrial inner boundary membrane [GO:0097002]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; membrane protein dislocase activity [GO:0140567]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]; mitochondrial protein processing [GO:0034982]; protein catabolic process [GO:0030163]; protein maturation [GO:0051604]; protein-containing complex assembly [GO:0065003]; signal peptide processing [GO:0006465]	GO:0004176; GO:0004222; GO:0005524; GO:0005737; GO:0005739; GO:0005743; GO:0005745; GO:0006465; GO:0008237; GO:0008270; GO:0016887; GO:0030163; GO:0034982; GO:0051604; GO:0065003; GO:0097002; GO:0140567
4932.YER017C	P39925	AFG3_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	m-AAA complex [GO:0005745]; mitochondrial inner boundary membrane [GO:0097002]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; membrane protein dislocase activity [GO:0140567]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]; mitochondrial protein processing [GO:0034982]; protein catabolic process [GO:0030163]; protein import into mitochondrial matrix [GO:0030150]; protein maturation [GO:0051604]; protein-containing complex assembly [GO:0065003]; signal peptide processing [GO:0006465]	GO:0004176; GO:0004222; GO:0005524; GO:0005739; GO:0005743; GO:0005745; GO:0006465; GO:0008237; GO:0008270; GO:0016887; GO:0030150; GO:0030163; GO:0034982; GO:0051604; GO:0065003; GO:0097002; GO:0140567
4932.YKL145W	P33299	PRS7_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome regulatory particle, base subcomplex [GO:0008540]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proteasome-activating activity [GO:0036402]; ubiquitin protein ligase binding [GO:0031625]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; proteasome regulatory particle assembly [GO:0070682]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0000502; GO:0005524; GO:0005634; GO:0005737; GO:0006511; GO:0008540; GO:0016887; GO:0031625; GO:0036402; GO:0043161; GO:0045732; GO:0045899; GO:0070682
4932.YJL014W	P39077	TCPG_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	chaperonin-containing T-complex [GO:0005832]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]; chaperone mediated protein folding independent of cofactor [GO:0051086]; protein folding [GO:0006457]	GO:0005524; GO:0005832; GO:0006457; GO:0016887; GO:0051082; GO:0051086; GO:0140662
4932.YDR037W	P15180	SYKC_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; mRNA binding [GO:0003729]; sequence-specific mRNA binding [GO:1990825]; tRNA binding [GO:0000049]; lysyl-tRNA aminoacylation [GO:0006430]	GO:0000049; GO:0003729; GO:0004824; GO:0005524; GO:0005737; GO:0006430; GO:1990825
4932.YJR103W	P38627	URA8_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoophidium [GO:0097268]; cytoplasm [GO:0005737]; fungal-type vacuole [GO:0000324]; ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; identical protein binding [GO:0042802]; 'de novo' CTP biosynthetic process [GO:0044210]; CTP biosynthetic process [GO:0006241]; pyrimidine nucleobase biosynthetic process [GO:0019856]	GO:0000324; GO:0003883; GO:0005524; GO:0005737; GO:0006241; GO:0019856; GO:0042802; GO:0044210; GO:0097268
4932.YHR183W	P38720	6PGD1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; cellular response to oxidative stress [GO:0034599]; D-gluconate catabolic process [GO:0046177]; pentose-phosphate shunt, oxidative branch [GO:0009051]	GO:0004616; GO:0005737; GO:0005739; GO:0005829; GO:0009051; GO:0034599; GO:0046177; GO:0050661
4932.YML056C	P50094	IMDH4_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; nucleotide binding [GO:0000166]; GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]	GO:0000166; GO:0003729; GO:0003938; GO:0005737; GO:0006177; GO:0006183; GO:0046872
4932.YBR202W	P38132	MCM7_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	chromosome, telomeric region [GO:0000781]; CMG complex [GO:0071162]; cytoplasm [GO:0005737]; DNA replication preinitiation complex [GO:0031261]; MCM complex [GO:0042555]; MCM core complex [GO:0097373]; nuclear pre-replicative complex [GO:0005656]; nuclear replication fork [GO:0043596]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; DNA replication origin binding [GO:0003688]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; MCM complex binding [GO:1904931]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; single-stranded DNA helicase activity [GO:0017116]; DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; DNA strand elongation involved in DNA replication [GO:0006271]; double-strand break repair via break-induced replication [GO:0000727]; nuclear DNA replication [GO:0033260]; pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]; premeiotic DNA replication [GO:0006279]; silent mating-type cassette heterochromatin formation [GO:0030466]; subtelomeric heterochromatin formation [GO:0031509]	GO:0000727; GO:0000781; GO:0003682; GO:0003688; GO:0005524; GO:0005634; GO:0005654; GO:0005656; GO:0005737; GO:0006260; GO:0006267; GO:0006270; GO:0006271; GO:0006279; GO:0009378; GO:0016887; GO:0017116; GO:0030466; GO:0031261; GO:0031298; GO:0031509; GO:0033260; GO:0036121; GO:0042555; GO:0043596; GO:0061749; GO:0071162; GO:0097373; GO:1904931; GO:1990518
4932.YLR432W	P50095	IMDH3_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; nucleotide binding [GO:0000166]; GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]	GO:0000166; GO:0003729; GO:0003938; GO:0005737; GO:0005886; GO:0006177; GO:0006183; GO:0042802; GO:0046872
4932.YBR196C	P12709	G6PI_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]; gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	GO:0004347; GO:0005739; GO:0005829; GO:0005886; GO:0006094; GO:0006096; GO:0048029; GO:0051156; GO:0097367
4932.YDL185W	P17255	VATA_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	fungal-type vacuole membrane [GO:0000329]; Golgi membrane [GO:0000139]; proton-transporting V-type ATPase complex [GO:0033176]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; mRNA binding [GO:0003729]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; endosomal lumen acidification [GO:0048388]; Golgi lumen acidification [GO:0061795]; intein-mediated protein splicing [GO:0016539]; intron homing [GO:0006314]; proton transmembrane transport [GO:1902600]; vacuolar acidification [GO:0007035]	GO:0000139; GO:0000221; GO:0000329; GO:0003677; GO:0003729; GO:0004519; GO:0005524; GO:0006314; GO:0007035; GO:0016471; GO:0016539; GO:0033176; GO:0046933; GO:0046961; GO:0048388; GO:0061795; GO:1902600
4932.YOR330C	P15801	DPOG_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	gamma DNA polymerase complex [GO:0005760]; mitochondrion [GO:0005739]; 3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; cellular response to nitrogen starvation [GO:0006995]; mitochondrial DNA catabolic process [GO:0032043]; mitochondrial DNA replication [GO:0006264]; mitochondrial genome maintenance [GO:0000002]	GO:0000002; GO:0003677; GO:0003887; GO:0005739; GO:0005760; GO:0006264; GO:0006995; GO:0008408; GO:0032043
4932.YBR080C	P18759	SEC18_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi stack [GO:0005795]; mating projection tip [GO:0043332]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; phosphatidic acid binding [GO:0070300]; SNARE binding [GO:0000149]; autophagosome assembly [GO:0000045]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi to plasma membrane protein transport [GO:0043001]; inter-Golgi cisterna vesicle-mediated transport [GO:0048219]; intra-Golgi vesicle-mediated transport [GO:0006891]; macroautophagy [GO:0016236]; SNARE complex disassembly [GO:0035494]; vacuole fusion, non-autophagic [GO:0042144]; vesicle fusion with Golgi apparatus [GO:0048280]	GO:0000045; GO:0000149; GO:0005524; GO:0005794; GO:0005795; GO:0005829; GO:0006888; GO:0006891; GO:0016236; GO:0016887; GO:0035494; GO:0042144; GO:0043001; GO:0043332; GO:0048219; GO:0048280; GO:0070300
4932.YDR190C	Q03940	RUVB1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	chromatin [GO:0000785]; Ino80 complex [GO:0031011]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleus [GO:0005634]; R2TP complex [GO:0097255]; Swr1 complex [GO:0000812]; TTT Hsp90 cochaperone complex [GO:0110078]; 5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; box C/D snoRNP assembly [GO:0000492]; chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]; protein stabilization [GO:0050821]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000492; GO:0000785; GO:0000812; GO:0003678; GO:0005524; GO:0005634; GO:0006281; GO:0006338; GO:0006355; GO:0006357; GO:0009378; GO:0016887; GO:0031011; GO:0035267; GO:0036121; GO:0043139; GO:0050821; GO:0061749; GO:0097255; GO:0110078; GO:1990518
